date,sector,ticker_count,covered_tickers,headline_count,plain_sentiment_index,finance_sentiment_index,plain_sentiment_covered_only,finance_sentiment_covered_only,constituent_count,coverage_breadth,ticker_coverage_hhi,coverage_confidence,has_news,plain_sentiment_index_lag1,finance_sentiment_index_lag1,tradable_signal_available,no_news_policy
2020-01-03,Industrials,5,4,7,-0.12487999999999999,-0.12487999999999999,-0.1561,-0.1561,5,0.8,0.26530612244897955,0.7346938775510204,True,0.08408,0.08408,True,all constituent ticker-days retained; no-news score = 0
2020-01-03,Materials,5,2,3,-0.028300000000000002,0.0264,-0.07075000000000001,0.066,5,0.4,0.5555555555555556,0.2222222222222222,True,0.10974999999999999,0.10974999999999999,True,all constituent ticker-days retained; no-news score = 0
2020-01-03,RealEstate,5,3,5,-0.03842000000000001,-0.03842000000000001,-0.06403333333333334,-0.06403333333333334,5,0.6,0.44000000000000006,0.41999999999999993,True,0.007240000000000002,0.007240000000000002,True,all constituent ticker-days retained; no-news score = 0
2020-01-03,Tech,5,4,17,0.0784682142857143,0.0784682142857143,0.09808526785714286,0.09808526785714286,5,0.8,0.39792387543252594,0.6020761245674741,True,0.06159097435897436,0.06159097435897436,True,all constituent ticker-days retained; no-news score = 0
2020-01-03,Utilities,5,2,4,0.05634,0.06984,0.14085,0.1746,5,0.4,0.625,0.18750000000000003,True,0.12738,0.12738,True,all constituent ticker-days retained; no-news score = 0
2020-01-06,Comm,5,3,16,0.10428583333333333,0.11745083333333332,0.1738097222222222,0.19575138888888888,5,0.6,0.40625,0.4453125,True,0.05423,0.05423,True,all constituent ticker-days retained; no-news score = 0
2020-01-06,Consumer,5,5,44,0.10678931372549019,0.11329431372549019,0.10678931372549019,0.11329431372549019,5,1.0,0.3026859504132231,0.8716425619834711,True,-0.17423333333333332,-0.17423333333333332,True,all constituent ticker-days retained; no-news score = 0
2020-01-06,Energy,5,5,34,0.08543969696969697,0.08543969696969697,0.08543969696969697,0.08543969696969697,5,1.0,0.23702422145328722,0.953719723183391,True,-0.046189727272727285,-0.026297727272727278,True,all constituent ticker-days retained; no-news score = 0
2020-01-06,Financials,5,5,12,0.284306,0.218614,0.284306,0.218614,5,1.0,0.26388888888888895,0.9201388888888887,True,0.05045500000000001,0.05045500000000001,True,all constituent ticker-days retained; no-news score = 0
2020-01-06,Healthcare,5,5,12,0.32718,0.32718,0.32718,0.32718,5,1.0,0.2638888888888889,0.920138888888889,True,0.083755,0.12238,True,all constituent ticker-days retained; no-news score = 0
2020-01-06,Industrials,5,3,14,0.044117222222222224,0.07853222222222223,0.0735287037037037,0.13088703703703705,5,0.6,0.5000000000000001,0.3749999999999999,True,-0.12487999999999999,-0.12487999999999999,True,all constituent ticker-days retained; no-news score = 0
